chronic_id,records,observed_episodes,first_record_index,last_record_index,minimum_timestep,maximum_timestep,mean_max_rho,mean_disconnected_lines,normal_records,overload_records,line_trip_records,cascade_records
12849,5,1,209787,209791,68,89,1.362132,2.8,0,5,0,0
12850,2,1,209792,209793,77,78,1.832652,1.0,0,2,0,0
12851,1,1,209794,209794,79,79,0.817173,0.0,1,0,0,0
12852,4,1,209795,209798,7,113,0.917145,0.5,2,2,0,0
12853,6,1,209799,209804,3,193,0.923668,0.333333,4,2,0,0
12854,4,1,209805,209808,61,213,1.253495,0.5,2,2,0,0
12855,11,1,209809,209819,38,158,1.081207,0.727273,5,6,0,0
12856,3,1,209820,209822,92,137,1.494806,0.666667,1,2,0,0
12857,2,1,209823,209824,16,17,1.124262,1.0,0,2,0,0
12858,2,1,209825,209826,42,95,0.759225,0.0,2,0,0,0
12859,2,1,209827,209828,4,5,1.491119,1.0,0,2,0,0
12860,1,1,209829,209829,42,42,0.754537,0.0,1,0,0,0
12861,5,1,209830,209834,9,78,1.057974,1.8,2,3,0,0
12862,2,1,209835,209836,109,110,1.289839,2.0,0,2,0,0
12863,3,1,209837,209839,2,38,1.093267,1.333333,1,2,0,0
12864,2,1,209840,209841,62,63,1.796623,2.0,0,2,0,0
12865,2,1,209842,209843,41,47,1.085436,0.5,1,1,0,0
12866,1,1,209844,209844,22,22,0.853961,0.0,1,0,0,0
12867,2,1,209845,209846,0,1,1.110612,1.0,0,2,0,0
12868,12,1,209847,209858,2,169,1.047212,1.833333,4,8,0,0
12869,3,1,209859,209861,14,115,1.468665,0.666667,1,2,0,0
12870,6,1,209862,209867,1,21,0.997872,1.0,2,4,0,0
12871,3,1,209868,209870,92,129,1.109722,2.0,1,2,0,0
12872,9,1,209871,209879,79,248,0.970293,0.888889,3,6,0,0
12875,7,1,209880,209886,12,145,1.066802,0.571429,4,3,0,0
12876,3,1,209887,209889,75,228,0.958954,0.666667,1,2,0,0
12877,10,1,209890,209899,61,384,1.171055,0.8,6,4,0,0
12878,5,1,209900,209904,14,185,1.19212,0.8,3,2,0,0
12879,1,1,209905,209905,29,29,0.803874,0.0,1,0,0,0
12880,2,1,209906,209907,49,50,1.963883,1.0,0,2,0,0
12881,4,1,209908,209911,5,23,0.915222,0.5,2,2,0,0
12882,3,1,209912,209914,14,52,0.973086,0.0,1,2,0,0
12883,9,1,209915,209923,84,216,1.031827,1.444444,3,6,0,0
12884,2,1,209924,209925,52,53,1.809422,1.0,0,2,0,0
12885,5,1,209926,209930,5,213,0.978015,0.4,3,2,0,0
12886,2,1,209931,209932,16,17,1.964769,1.0,0,2,0,0
12887,5,1,209933,209937,20,202,0.769864,0.0,5,0,0,0
12888,1,1,209938,209938,4,4,0.770899,0.0,1,0,0,0
12889,3,1,209939,209941,56,103,0.905887,0.333333,2,1,0,0
12890,15,1,209942,209956,25,403,1.171564,0.666667,5,10,0,0
12891,4,1,209957,209960,7,103,1.234412,0.5,2,2,0,0
12892,5,1,209961,209965,11,70,1.139865,0.6,2,3,0,0
12893,6,1,209966,209971,36,139,0.959789,4.0,2,4,0,0
12894,2,1,209972,209973,4,5,1.04536,1.0,0,2,0,0
12895,2,1,209974,209975,34,35,1.657287,1.0,0,2,0,0
12896,4,1,209976,209979,63,150,1.516988,1.5,0,4,0,0
12897,2,1,209980,209981,10,11,1.875406,1.0,0,2,0,0
12898,15,1,209982,209996,13,211,1.095037,2.666667,3,12,0,0
12899,2,1,209997,209998,0,1,1.253035,1.0,0,2,0,0
12900,3,1,209999,210001,9,56,1.467144,0.666667,1,2,0,0
12901,2,1,210002,210003,11,12,1.935653,2.0,0,2,0,0
12902,4,1,210004,210007,11,14,1.244081,1.5,0,4,0,0
12903,11,1,210008,210018,12,264,1.269862,1.454545,2,9,0,0
12904,11,1,210019,210029,0,115,1.090494,2.818182,1,10,0,0
12905,1,1,210030,210030,79,79,0.75419,0.0,1,0,0,0
12906,1,1,210031,210031,73,73,0.728799,0.0,1,0,0,0
12907,3,1,210032,210034,38,44,1.093689,0.666667,1,2,0,0
12908,12,1,210035,210046,12,206,1.039787,1.083333,3,9,0,0
12909,4,1,210047,210050,49,146,1.153831,0.75,1,3,0,0
12910,2,1,210051,210052,47,48,1.29389,1.0,0,2,0,0
12911,2,1,210053,210054,3,4,1.761748,1.0,0,2,0,0
12912,5,1,210055,210059,73,197,1.264767,1.2,1,4,0,0
12913,6,1,210060,210065,0,116,0.811401,0.333333,4,2,0,0
12914,3,1,210066,210068,181,216,1.116393,0.666667,1,2,0,0
12915,11,1,210069,210079,0,212,1.007945,2.545455,4,7,0,0
12916,15,1,210080,210094,36,231,1.011638,1.533333,5,10,0,0
12917,2,1,210095,210096,45,46,1.114429,2.0,0,2,0,0
12918,1,1,210097,210097,32,32,0.868208,0.0,1,0,0,0
12919,8,1,210098,210105,190,242,1.283285,2.25,2,6,0,0
12920,9,1,210106,210114,148,386,0.951566,0.888889,6,3,0,0
12921,10,1,210115,210124,14,467,0.70293,0.0,10,0,0,0
12923,6,1,210125,210130,17,22,1.251294,2.0,0,6,0,0
12924,7,1,210131,210137,37,326,1.01752,2.0,3,4,0,0
12925,3,1,210138,210140,104,148,0.92864,0.666667,1,2,0,0
12926,1,1,210141,210141,10,10,1.804137,2.0,0,1,0,0
12927,6,1,210142,210147,34,39,1.252287,2.0,0,6,0,0
12928,11,1,210148,210158,33,393,0.952192,0.636364,5,6,0,0
12929,6,1,210159,210164,24,29,1.250415,2.666667,0,6,0,0
12930,26,1,210165,210190,29,1237,0.963821,1.0,10,16,0,0
12931,14,1,210191,210204,14,219,1.093958,1.285714,3,11,0,0
12932,15,1,210205,210219,18,509,0.901037,0.0,7,8,0,0
12933,1,1,210220,210220,7,7,0.716824,0.0,1,0,0,0
12934,5,1,210221,210225,23,165,1.396407,1.8,1,4,0,0
12935,11,1,210226,210236,17,58,1.118381,1.454545,1,10,0,0
12936,28,1,210237,210264,35,883,0.917547,0.714286,14,14,0,0
12937,18,1,210265,210282,10,349,1.082833,0.833333,2,16,0,0
12938,7,1,210283,210289,43,218,0.763008,0.285714,5,2,0,0
12939,1,1,210290,210290,34,34,0.852479,0.0,1,0,0,0
12940,9,1,210291,210299,6,215,1.021089,0.222222,3,6,0,0
12941,8,1,210300,210307,39,348,0.94202,0.5,6,2,0,0
12942,10,1,210308,210317,11,170,1.092535,1.3,0,10,0,0
12943,6,1,210318,210323,2,34,1.319165,2.666667,2,4,0,0
12944,6,1,210324,210329,17,49,1.033208,0.0,0,6,0,0
12945,7,1,210330,210336,43,186,1.098865,1.142857,3,4,0,0
12946,18,1,210337,210354,7,499,0.955918,0.722222,10,8,0,0
12947,12,1,210355,210366,55,590,1.014382,1.0,4,8,0,0
12948,1,1,210367,210367,37,37,0.862907,0.0,1,0,0,0
12949,13,1,210368,210380,4,252,0.987958,0.692308,4,9,0,0
12950,4,1,210381,210384,12,117,0.702059,0.0,4,0,0,0
12951,6,1,210385,210390,59,312,0.763616,0.0,6,0,0,0
12952,5,1,210391,210395,141,446,0.664027,0.0,5,0,0,0
12953,6,1,210396,210401,2,75,0.926335,0.666667,3,3,0,0
12954,8,1,210402,210409,95,426,0.91657,0.5,6,2,0,0
12955,2,1,210410,210411,8,9,1.060177,1.0,0,2,0,0
12956,5,1,210412,210416,47,226,1.176012,0.8,3,2,0,0
12957,4,1,210417,210420,11,298,1.140604,0.5,2,2,0,0
12959,11,1,210421,210431,150,347,1.130531,1.363636,4,7,0,0
12960,4,1,210432,210435,17,36,1.207113,1.0,0,4,0,0
12961,5,1,210436,210440,31,102,1.209627,0.4,3,2,0,0
12962,10,1,210441,210450,33,328,0.959195,1.0,3,7,0,0
12963,12,1,210451,210462,56,207,1.032368,1.333333,3,9,0,0
12964,7,1,210463,210469,5,84,0.945376,0.857143,3,4,0,0
12965,15,1,210470,210484,81,474,0.934925,0.666667,9,6,0,0
12966,7,1,210485,210491,55,72,1.130049,4.142857,0,7,0,0
12967,6,1,210492,210497,38,43,1.425623,2.5,0,6,0,0
12969,4,1,210498,210501,4,183,0.805226,0.5,2,2,0,0
12970,6,1,210502,210507,3,8,1.381822,2.0,0,6,0,0
12971,6,1,210508,210513,11,16,1.321864,2.0,0,6,0,0
12972,10,1,210514,210523,8,70,1.093853,1.4,3,7,0,0
12973,2,1,210524,210525,70,71,1.894249,1.0,0,2,0,0
12974,7,1,210526,210532,10,260,1.256129,2.285714,3,4,0,0
12976,8,1,210533,210540,18,235,0.931974,0.25,3,5,0,0
12977,6,1,210541,210546,59,223,1.122342,0.666667,2,4,0,0
12978,5,1,210547,210551,44,198,0.922669,0.4,3,2,0,0
12979,6,1,210552,210557,8,13,1.304173,2.0,0,6,0,0
12980,4,1,210558,210561,1,4,1.373625,1.5,0,4,0,0
12981,9,1,210562,210570,6,320,0.912971,0.0,5,4,0,0
12982,11,1,210571,210581,180,350,1.166684,1.0,4,7,0,0
12983,11,1,210582,210592,12,122,0.96807,0.0,3,8,0,0
12984,4,1,210593,210596,13,97,1.013592,1.0,2,2,0,0
12986,23,1,210597,210619,5,798,0.945196,0.695652,14,9,0,0
12987,5,1,210620,210624,22,195,0.968443,0.6,2,3,0,0
12988,6,1,210625,210630,3,191,0.904178,0.666667,3,3,0,0
12989,2,1,210631,210632,10,11,1.971877,2.5,0,2,0,0
12990,1,1,210633,210633,31,31,0.908499,0.0,1,0,0,0
12991,16,1,210634,210649,2,637,0.914615,0.375,12,4,0,0
12992,5,1,210650,210654,43,187,1.341375,1.8,1,4,0,0
12994,6,1,210655,210660,18,253,0.712827,0.166667,5,1,0,0
12995,12,1,210661,210672,81,796,0.792663,0.333333,10,2,0,0
12996,8,1,210673,210680,38,178,1.055372,3.0,2,6,0,0
12997,6,1,210681,210686,7,229,0.971157,0.666667,3,3,0,0
12998,6,1,210687,210692,7,12,1.487207,2.333333,0,6,0,0
12999,7,1,210693,210699,2,262,1.106396,0.857143,1,6,0,0
13000,3,1,210700,210702,5,36,0.985634,0.666667,1,2,0,0
13001,1,1,210703,210703,2,2,0.762235,0.0,1,0,0,0
13002,5,1,210704,210708,42,46,1.269359,2.0,0,5,0,0
13003,5,1,210709,210713,28,62,1.139874,1.2,1,4,0,0
13004,6,1,210714,210719,168,303,0.876254,0.333333,4,2,0,0
13005,3,1,210720,210722,28,78,1.301141,2.0,1,2,0,0
13006,3,1,210723,210725,56,203,0.748521,0.0,3,0,0,0
13007,21,1,210726,210746,59,1130,0.870287,0.714286,13,8,0,0
13008,7,1,210747,210753,80,251,1.048185,0.857143,5,2,0,0
13009,2,1,210754,210755,19,20,1.775331,3.0,0,2,0,0
13010,14,1,210756,210769,1,220,0.994869,1.928571,4,10,0,0
13011,8,1,210770,210777,12,226,1.048867,1.75,1,7,0,0
13012,5,1,210778,210782,40,213,0.863259,0.2,4,1,0,0
13013,8,1,210783,210790,3,213,1.008954,1.5,2,6,0,0
13014,7,1,210791,210797,27,100,0.898337,0.857143,3,4,0,0
13015,4,1,210798,210801,54,94,1.362239,1.25,1,3,0,0
13016,5,1,210802,210806,26,102,1.054395,0.8,3,2,0,0
13017,3,1,210807,210809,37,176,1.344162,0.666667,1,2,0,0
13018,2,1,210810,210811,1,2,1.771211,1.0,0,2,0,0
13019,8,1,210812,210819,27,107,0.951799,1.75,4,4,0,0
13020,6,1,210820,210825,83,185,0.976771,0.666667,4,2,0,0
13021,6,1,210826,210831,19,138,1.047448,2.333333,2,4,0,0
13022,5,1,210832,210836,16,88,0.896317,0.4,3,2,0,0
13023,10,1,210837,210846,4,119,1.166482,1.4,3,7,0,0
13024,2,1,210847,210848,11,12,1.529113,1.0,0,2,0,0
13025,5,1,210849,210853,23,92,1.228111,0.8,2,3,0,0
13026,4,1,210854,210857,24,48,1.118234,0.5,2,2,0,0
13027,1,1,210858,210858,41,41,0.689863,0.0,1,0,0,0
13028,4,1,210859,210862,21,133,1.181673,0.5,2,2,0,0
13029,10,1,210863,210872,31,113,1.074682,0.8,4,6,0,0
13030,5,1,210873,210877,30,86,1.153821,0.4,3,2,0,0
13031,11,1,210878,210888,8,179,1.105352,0.636364,6,5,0,0
13032,13,1,210889,210901,149,573,1.082677,0.846154,5,8,0,0
13033,8,1,210902,210909,4,68,1.105391,0.5,4,4,0,0
13034,8,1,210910,210917,114,140,1.35774,1.625,0,8,0,0
13035,2,1,210918,210919,10,11,1.071298,1.0,0,2,0,0
13036,5,1,210920,210924,19,137,1.196717,0.6,2,3,0,0
13037,2,1,210925,210926,95,96,1.327794,2.0,0,2,0,0
13039,6,1,210927,210932,92,147,0.963943,0.666667,4,2,0,0
13040,17,1,210933,210949,60,494,1.024918,0.941176,9,8,0,0
13041,3,1,210950,210952,54,73,0.628894,0.0,3,0,0,0
13042,2,1,210953,210954,2,3,1.022454,1.0,0,2,0,0
13043,5,1,210955,210959,73,91,1.530138,2.0,0,5,0,0
13044,5,1,210960,210964,1,29,1.307193,1.0,0,5,0,0
13045,5,1,210965,210969,29,72,1.034773,0.8,1,4,0,0
13046,4,1,210970,210973,33,36,1.540103,1.5,0,4,0,0
13047,1,1,210974,210974,253,253,0.770867,0.0,1,0,0,0
13048,6,1,210975,210980,11,95,0.899554,0.666667,2,4,0,0
13049,5,1,210981,210985,63,151,0.882509,0.8,3,2,0,0
13050,2,1,210986,210987,131,132,1.780402,3.0,0,2,0,0
13051,7,1,210988,210994,9,232,1.231056,1.428571,1,6,0,0
13052,7,1,210995,211001,75,266,1.304854,1.428571,2,5,0,0
13053,8,1,211002,211009,21,178,1.008882,0.625,3,5,0,0
13054,8,1,211010,211017,11,375,1.199514,1.375,3,5,0,0
13055,2,1,211018,211019,6,67,0.702865,0.0,2,0,0,0
13056,5,1,211020,211024,86,152,0.896069,1.2,3,2,0,0
13057,4,1,211025,211028,85,365,0.852933,2.0,2,2,0,0
13058,2,1,211029,211030,1,2,1.133416,1.0,0,2,0,0
13059,6,1,211031,211036,119,124,1.059857,2.0,0,6,0,0
13061,5,1,211037,211041,46,142,0.966221,0.4,3,2,0,0
13062,8,1,211042,211049,16,197,1.028729,0.5,1,7,0,0
13063,8,1,211050,211057,11,260,0.760771,0.0,8,0,0,0
13064,11,1,211058,211068,1,152,0.972335,1.909091,4,7,0,0
13065,3,1,211069,211071,3,59,1.088192,1.333333,1,2,0,0
13066,3,1,211072,211074,4,27,1.414477,2.0,1,2,0,0
13067,11,1,211075,211085,1,146,0.989098,2.363636,3,8,0,0
13068,10,1,211086,211095,112,249,1.328879,1.7,2,8,0,0
13069,2,1,211096,211097,29,139,0.700243,0.0,2,0,0,0
13070,6,1,211098,211103,14,35,1.411224,2.0,0,6,0,0
13071,14,1,211104,211117,71,349,0.934955,1.5,7,7,0,0
13072,8,1,211118,211125,69,229,0.784992,0.5,6,2,0,0
13073,4,1,211126,211129,121,206,1.099988,0.75,2,2,0,0
13074,6,1,211130,211135,82,87,1.354528,2.0,0,6,0,0
13075,1,1,211136,211136,8,8,1.012268,1.0,0,1,0,0
13077,6,1,211137,211142,18,92,0.834972,0.333333,4,2,0,0
13078,4,1,211143,211146,34,220,1.251052,1.0,2,2,0,0
13079,1,1,211147,211147,32,32,0.77725,0.0,1,0,0,0
13081,12,1,211148,211159,91,187,1.154782,2.333333,0,12,0,0
13082,2,1,211160,211161,32,33,1.818592,4.0,0,2,0,0
13083,21,1,211162,211182,8,657,0.905841,0.761905,9,12,0,0
13084,6,1,211183,211188,27,110,1.078985,1.0,0,6,0,0
13085,6,1,211189,211194,164,169,1.190875,6.0,0,6,0,0
13086,5,1,211195,211199,2,73,0.80585,0.0,5,0,0,0
13087,8,1,211200,211207,9,27,1.281811,1.625,1,7,0,0
13088,1,1,211208,211208,30,30,0.760821,0.0,1,0,0,0
13089,1,1,211209,211209,17,17,0.790514,0.0,1,0,0,0
13090,2,1,211210,211211,0,1,1.327484,1.0,0,2,0,0
13091,4,1,211212,211215,72,75,1.485199,3.5,0,4,0,0
13092,6,1,211216,211221,60,65,1.323395,2.0,0,6,0,0
13093,8,1,211222,211229,75,388,1.005653,0.5,4,4,0,0
13094,2,1,211230,211231,28,29,1.052437,3.5,0,2,0,0
13095,2,1,211232,211233,177,178,0.668973,0.0,2,0,0,0
13096,14,1,211234,211247,106,325,0.959557,1.571429,6,8,0,0
13097,7,1,211248,211254,4,90,1.188983,4.428571,1,6,0,0
13098,5,1,211255,211259,38,85,0.728299,0.2,4,1,0,0
13099,9,1,211260,211268,22,232,0.858631,1.111111,5,4,0,0
13100,6,1,211269,211274,25,237,0.926188,0.666667,4,2,0,0
13101,2,1,211275,211276,15,16,1.572832,1.0,0,2,0,0
13102,4,1,211277,211280,24,278,0.72653,0.25,3,1,0,0
13103,3,1,211281,211283,93,198,0.930562,0.666667,1,2,0,0
13104,4,1,211284,211287,22,66,1.246042,1.0,2,2,0,0
13105,15,1,211288,211302,17,410,1.000923,0.8,5,10,0,0
13106,1,1,211303,211303,15,15,0.795507,0.0,1,0,0,0
13107,2,1,211304,211305,3,4,1.114438,1.0,0,2,0,0
13108,2,1,211306,211307,3,4,1.859578,1.5,0,2,0,0
13109,6,1,211308,211313,12,168,0.95892,0.666667,2,4,0,0
13110,2,1,211314,211315,44,45,1.488744,1.0,0,2,0,0
13111,2,1,211316,211317,30,31,1.720874,1.0,0,2,0,0
13112,11,1,211318,211328,12,165,1.168044,1.454545,3,8,0,0
13113,7,1,211329,211335,123,137,1.39862,1.714286,1,6,0,0
13114,6,1,211336,211341,156,282,1.361234,1.833333,1,5,0,0
13115,6,1,211342,211347,115,120,1.601797,5.333333,0,6,0,0
13117,4,1,211348,211351,25,28,1.294693,2.25,0,4,0,0
13118,4,1,211352,211355,4,7,1.343605,1.5,0,4,0,0
13119,2,1,211356,211357,9,61,0.917387,1.0,1,1,0,0
13120,6,1,211358,211363,2,46,1.145752,1.333333,2,4,0,0
13121,4,1,211364,211367,40,178,1.927064,1.0,0,4,0,0
13122,2,1,211368,211369,43,44,1.324369,1.0,0,2,0,0
13123,5,1,211370,211374,16,120,0.873738,0.6,3,2,0,0
13124,17,1,211375,211391,22,423,1.024508,0.647059,6,11,0,0
13126,2,1,211392,211393,31,45,0.76432,0.0,2,0,0,0
13127,7,1,211394,211400,50,167,1.615038,2.0,1,6,0,0
13129,6,1,211401,211406,45,177,1.104681,1.5,1,5,0,0
13130,2,1,211407,211408,9,17,0.778305,0.0,2,0,0,0
13131,7,1,211409,211415,114,156,1.066136,1.285714,2,5,0,0
13132,9,1,211416,211424,12,146,1.23594,1.555556,3,6,0,0
13133,3,1,211425,211427,32,45,0.942801,0.333333,2,1,0,0
13134,9,1,211428,211436,74,198,1.099067,0.888889,3,6,0,0
13135,2,1,211437,211438,4,5,1.348852,1.0,0,2,0,0
13136,7,1,211439,211445,7,79,1.018668,2.571429,1,6,0,0
13138,5,1,211446,211450,60,235,1.007734,0.8,3,2,0,0
13139,2,1,211451,211452,23,24,1.118901,2.0,0,2,0,0
13140,3,1,211453,211455,0,92,1.041297,0.666667,1,2,0,0
13141,3,1,211456,211458,80,94,1.074856,0.666667,1,2,0,0
13142,2,1,211459,211460,40,41,1.303072,1.0,0,2,0,0
13143,5,1,211461,211465,11,79,1.235155,1.2,1,4,0,0
13144,3,1,211466,211468,46,49,1.079431,2.0,0,3,0,0
13145,8,1,211469,211476,39,50,1.222814,3.5,0,8,0,0
13146,6,1,211477,211482,26,112,0.968054,1.0,2,4,0,0
13147,12,1,211483,211494,0,194,1.025105,0.333333,8,4,0,0
13148,7,1,211495,211501,17,166,1.129254,1.0,3,4,0,0
13149,2,1,211502,211503,14,15,1.854239,1.0,0,2,0,0
13151,3,1,211504,211506,2,71,1.507502,0.666667,1,2,0,0
13152,9,1,211507,211515,41,115,1.342988,2.222222,1,8,0,0
13153,19,1,211516,211534,131,447,1.038441,0.736842,6,13,0,0
13155,9,1,211535,211543,3,63,1.055626,2.0,1,8,0,0
13156,4,1,211544,211547,73,154,0.954288,1.25,1,3,0,0
13157,2,1,211548,211549,82,83,1.596675,2.0,0,2,0,0
13158,2,1,211550,211551,33,76,1.343124,1.0,1,1,0,0
13159,7,1,211552,211558,117,144,1.069382,1.0,3,4,0,0
13160,4,1,211559,211562,2,22,0.99661,0.5,2,2,0,0
13161,6,1,211563,211568,16,64,1.183859,2.333333,2,4,0,0
13162,6,1,211569,211574,165,247,1.249361,1.0,0,6,0,0
13163,3,1,211575,211577,101,151,0.992763,0.666667,1,2,0,0
13164,6,1,211578,211583,129,134,1.326584,3.166667,0,6,0,0
13165,10,1,211584,211593,10,138,1.291111,1.9,2,8,0,0
13166,6,1,211594,211599,89,94,1.520831,4.0,0,6,0,0
13167,4,1,211600,211603,80,83,1.329691,1.5,0,4,0,0
13168,5,1,211604,211608,8,169,1.053633,0.6,2,3,0,0
13169,2,1,211609,211610,11,12,1.016229,2.0,0,2,0,0
13170,13,1,211611,211623,0,118,1.091914,1.0,1,12,0,0
13171,8,1,211624,211631,15,102,1.19139,1.75,2,6,0,0
13173,3,1,211632,211634,99,108,1.040605,1.333333,1,2,0,0
13174,6,1,211635,211640,2,126,0.982376,0.333333,4,2,0,0
13175,1,1,211641,211641,15,15,0.720673,0.0,1,0,0,0
13176,7,1,211642,211648,105,227,1.109429,0.285714,3,4,0,0
13177,13,1,211649,211661,11,121,1.187912,1.538462,4,9,0,0
13178,3,1,211662,211664,56,126,1.267809,0.666667,1,2,0,0
13179,2,1,211665,211666,12,13,1.30405,2.0,0,2,0,0
13180,1,1,211667,211667,24,24,0.796448,0.0,1,0,0,0
13181,3,1,211668,211670,31,59,0.937905,0.666667,1,2,0,0
13182,2,1,211671,211672,19,20,1.802724,3.0,0,2,0,0
13183,4,1,211673,211676,141,144,1.350547,1.5,0,4,0,0
13184,7,1,211677,211683,9,44,1.246259,4.285714,0,7,0,0
13185,2,1,211684,211685,5,6,1.768764,1.0,0,2,0,0
13186,3,1,211686,211688,14,84,0.921223,0.666667,1,2,0,0
13188,4,1,211689,211692,17,66,1.310327,0.5,2,2,0,0
13189,11,1,211693,211703,23,221,1.346856,1.363636,2,9,0,0
13190,7,1,211704,211710,66,170,0.944171,0.857143,3,4,0,0
13191,3,1,211711,211713,0,41,0.79831,0.0,3,0,0,0
13192,12,1,211714,211725,34,228,1.239158,1.416667,1,11,0,0
13194,3,1,211726,211728,0,4,1.246648,0.666667,1,2,0,0
13195,11,1,211729,211739,21,64,1.118416,2.272727,1,10,0,0
13196,8,1,211740,211747,7,193,0.99457,1.375,3,5,0,0
13197,18,1,211748,211765,30,489,0.991175,0.777778,9,9,0,0
13198,2,1,211766,211767,131,132,1.589125,1.0,0,2,0,0
13199,2,1,211768,211769,8,9,1.986605,1.0,0,2,0,0
13200,6,1,211770,211775,10,164,0.934781,0.333333,4,2,0,0
13201,6,1,211776,211781,24,356,1.070572,0.666667,4,2,0,0
13202,19,1,211782,211800,94,964,0.884288,0.473684,14,5,0,0
13204,7,1,211801,211807,47,128,1.234651,3.142857,1,6,0,0
13205,7,1,211808,211814,57,76,1.504271,1.714286,1,6,0,0
13206,5,1,211815,211819,67,152,1.261191,2.4,1,4,0,0
13207,7,1,211820,211826,22,234,1.082513,0.571429,3,4,0,0
13208,3,1,211827,211829,26,108,0.665871,0.0,3,0,0,0
13209,4,1,211830,211833,26,302,0.685653,0.0,4,0,0,0
13210,5,1,211834,211838,27,65,1.010659,1.2,1,4,0,0
13211,13,1,211839,211851,163,324,1.181868,2.307692,3,10,0,0
13212,10,1,211852,211861,19,87,1.306557,2.1,0,10,0,0
13213,19,1,211862,211880,9,464,1.086511,1.157895,6,13,0,0
13214,5,1,211881,211885,30,124,1.026246,4.4,1,4,0,0
13215,9,1,211886,211894,49,253,0.864341,0.555556,6,3,0,0
13216,24,1,211895,211918,6,679,1.047812,1.541667,8,16,0,0
13217,9,1,211919,211927,16,196,1.32316,1.444444,2,7,0,0
13218,2,1,211928,211929,29,75,0.894358,0.5,1,1,0,0
13219,8,1,211930,211937,16,182,1.174986,1.375,3,5,0,0
13221,7,1,211938,211944,59,319,1.180804,0.857143,3,4,0,0
13222,3,1,211945,211947,107,121,1.180599,2.0,1,2,0,0
13223,7,1,211948,211954,20,270,1.126442,0.571429,3,4,0,0
13224,5,1,211955,211959,24,209,0.935693,0.4,3,2,0,0
13225,6,1,211960,211965,50,201,1.03649,0.666667,4,2,0,0
13226,4,1,211966,211969,33,38,1.440524,1.0,0,4,0,0
13227,3,1,211970,211972,27,208,1.338533,0.666667,1,2,0,0
13228,7,1,211973,211979,29,213,0.978405,0.285714,5,2,0,0
13229,2,1,211980,211981,9,10,1.192774,1.0,0,2,0,0
13230,4,1,211982,211985,93,456,0.654651,0.0,4,0,0,0
13232,15,1,211986,212000,25,295,1.0929,1.133333,4,11,0,0
13233,2,1,212001,212002,8,9,1.801925,2.0,0,2,0,0
13234,2,1,212003,212004,10,12,0.776689,0.0,2,0,0,0
13235,18,1,212005,212022,4,683,0.945206,0.777778,12,6,0,0
13237,4,1,212023,212026,51,124,1.135667,1.0,2,2,0,0
13239,9,1,212027,212035,45,313,1.219262,1.666667,0,9,0,0
13240,3,1,212036,212038,14,149,1.458989,1.333333,1,2,0,0
13241,7,1,212039,212045,309,370,1.417022,3.142857,1,6,0,0
13242,6,1,212046,212051,82,306,1.001373,0.833333,4,2,0,0
13243,8,1,212052,212059,30,37,1.360022,4.875,0,8,0,0
13244,6,1,212060,212065,152,335,0.863697,0.333333,4,2,0,0
13245,15,1,212066,212080,8,706,0.926557,1.0,6,9,0,0
13246,4,1,212081,212084,17,165,0.893089,1.0,2,2,0,0
13247,6,1,212085,212090,98,168,0.90115,0.333333,4,2,0,0
13248,5,1,212091,212095,193,398,0.937871,0.4,3,2,0,0
13249,15,1,212096,212110,87,458,0.908889,0.933333,9,6,0,0
13250,9,1,212111,212119,18,322,1.035936,0.777778,4,5,0,0
13251,1,1,212120,212120,225,225,0.639471,0.0,1,0,0,0
13252,8,1,212121,212128,38,101,1.101983,1.5,2,6,0,0
13253,3,1,212129,212131,18,173,0.92556,0.666667,1,2,0,0
13254,11,1,212132,212142,135,215,1.095997,1.636364,5,6,0,0
13255,10,1,212143,212152,31,450,0.948208,0.6,6,4,0,0
13256,2,1,212153,212154,17,18,1.125722,2.0,0,2,0,0
13257,10,1,212155,212164,5,268,1.17881,1.2,4,6,0,0
13258,14,1,212165,212178,39,220,0.979354,0.928571,7,7,0,0
13259,2,1,212179,212180,228,229,1.585131,1.5,0,2,0,0
13260,7,1,212181,212187,22,354,0.8922,0.285714,5,2,0,0
13261,6,1,212188,212193,34,39,1.435103,2.0,0,6,0,0
13262,5,1,212194,212198,38,124,0.737656,0.0,5,0,0,0
13263,4,1,212199,212202,19,213,0.745063,0.0,4,0,0,0
13264,4,1,212203,212206,3,6,1.417838,2.0,0,4,0,0
13265,4,1,212207,212210,35,38,1.323001,2.5,0,4,0,0
13266,6,1,212211,212216,6,168,1.009666,0.333333,4,2,0,0
13267,10,1,212217,212226,21,117,1.356088,1.4,2,8,0,0
13268,10,1,212227,212236,37,372,1.127468,1.0,4,6,0,0
13269,16,1,212237,212252,24,209,1.01648,1.0,6,10,0,0
13270,6,1,212253,212258,118,123,1.235771,4.166667,0,6,0,0
13271,4,1,212259,212262,4,75,0.822683,0.0,4,0,0,0
13272,17,1,212263,212279,2,153,0.958818,1.235294,5,12,0,0
13273,6,1,212280,212285,3,161,1.288128,3.333333,0,6,0,0
13274,4,1,212286,212289,6,81,1.292795,1.5,1,3,0,0
13275,9,1,212290,212298,43,102,1.035998,1.444444,1,8,0,0
13276,13,1,212299,212311,71,602,1.033718,1.076923,4,9,0,0
13277,26,1,212312,212337,27,566,0.974396,1.269231,10,16,0,0
13278,3,1,212338,212340,1,9,1.267266,1.333333,1,2,0,0
